abstract,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,most_probable_topic
"the objective of this work was to provide evidence on the effects of faba bean (vicia faba l.) and chickpea (cicer arietinum l.) on the dynamics of soil n availability and yield parameters of wheat (triticum turgidum l. var. durum ) in a legume –wheat rotation in comparison with the effects of the more extensively studied common vetch (vicia sativa l.). soil samples were taken from field plots just before wheat sowing and incubated in the laboratory to assess n mineralization potential, soil-respiration and n immobilization after incorporation of legume residues. soil after vetch cultivation showed the highest residual n and mineralization potential (120 mgnk g−1 soil), the greatest co 2 release and the smallest n immobilization. smaller mineral n release (80 mg n kg−1 soil) was shown by soil after faba bean cultivation, which, however, would be capable to support an average wheat production without fertilization. soil after chickpea and wheat cultivation manifested no differences in residual n and mineralization or immobilization potential. laboratory results were well correlated with grain yield and n uptake during the second season of rotation in the field. all legumes resulted in significant yield surpluses and provided n credit to the following unfertilized wheat.",0.0022173794,0.002217445,0.002217415,0.0022175424,0.0022174092,0.92164075,0.05840221,0.0022174623,0.002217422,0.0022174595,0.0022174348,Legume effects on wheat yield and microbial communities
"climate change due to greenhouse gas emissions is predicted to raise the mean global temperature by 1.0-3.5°c in the next 50-100 years. the direct and indirect effects of this potential increase in temperature on terrestrial ecosystems and ecosystem processes are likely to be complex and highly varied in time and space. the global change and terrestrial ecosystems core project of the international geosphere-biosphere programme has recently launched a network of ecosystem warming studies, the goals of which are to integrate and foster research on ecosystem-level effects of rising temperature. in this paper, we use meta-analysis to synthesize data on the response of soil respiration, net n mineralization, and aboveground plant productivity to experimental ecosystem warming at 32 research sites representing four broadly defined biomes, including high (latitude or altitude) tundra, low tundra, grassland, and forest.",0.0032472494,0.0032472748,0.29140478,0.0032471637,0.0032472392,0.0032470808,0.0032471388,0.0032470012,0.25194857,0.0032470624,0.43066946,Net mineralizable nitrogen in laboratory and field studies
sustainability of agriculture with no-tillage (nt) production requires appropriate cover cropping and not a simple and random approach of any cover crop species...,0.008264812,0.008265239,0.13716453,0.7884508,0.008264737,0.008264988,0.008264806,0.00826507,0.008264821,0.008264834,0.0082654,Crop modeling and fertilizer management
"for annual and perennial crops, mathematical models have been developed to describe tissue nitrogen (n) dilution during crop growth and to estimate the plant n status applying the n nutrition index (nni), the ratio between the actual tissue n concentration ([n]) and the tissue n concentration needed to obtain the maximum instantaneous crop growth rate (critical tissue n concentration, [n] c). the relationship between shoot [n] cand shoot dry matter (dm, t ha−1) can be described by an allometric power equation[n] c= a dm−b, where a and b are crop-specific parameters. critical n dilution curves (cndc) have been determined for several c3 crops but not specifically for sunflower (helianthus annuus l.). the objectives of this work were to (i) determine and validate the n dilution curves for critical, minimum, and maximum [n] for sunflower from the juvenile stages to the end of flowering, (ii) compare the critical curve with published cndcs for other c3crops, and (iii) estimate the range of variation of nni for different levels of n fertilization and irrigation. a wide range of field experiments from argentina, australia, france, italy, and spain was used to establish the dilution curve for sunflower and to independently validate it. the fitted cndc [n] c= 4.53 dm−0.42 yielded lower values for [n] c than references used until now for diagnosis and decision making in sunflower. the cndc can provide useful applications for crop modeling, n status diagnosis, and n fertilization decision.",0.0020204473,0.002020467,0.0020204214,0.43654874,0.0020205444,0.002020421,0.0020204573,0.0020205092,0.002020401,0.5452671,0.0020204792,Gross fertilizer rates and species-specific growth
"the availability of soil n changes in years following a manure application. experimental plots were established in a southern idaho calcareous silt loam soil to measure these changes and aid n management in manure-amended soils of the semiarid west. the studys six manure treatments included combinations of two manure rates, man-1 x (0.31 mg total n ha ) and man-3x (0.97 mg total n ha !) applied in the fall either 1, 2, or 3 yr previously. two non-manure treatments were urea fertilizer applied per soil test (fert) and a control with no amendment. we measured net n mineralization (0-30 cm) in the plots using buried bags in 2006, 2007, and 2009 for sprinkler-irrigated crops. this resulted in (i) 2 yr of net n mineralization data for each manure rate applied 1, 2, or 3 yr before measurement, and (ii) 1 yr of data for each manure rate applied 4 or 5 yr previous to the measurement year. a 5-yr decay series for each of the two manure rates was derived from functions fitted to the net n mineralization data, expressed as a fraction of total manure n applied. the decay series (year 1-year 5) for the man-1 x treatment was 0.23, 0.12, 0.10, 0.09, and 0.08, while that for the man-3x rate was 0.20, 0.08, 0.05, 0.04, and 0.03. soil at the 30- to 60-cm depth contributed up to 28% of the total n mineralized in the 0- to 60-cm soil layer of manure-amended soils in the third year after application, with lesser amounts contributed in earlier years due to immobilization. the efficacy of n mineralization processes decreased as the manure application increased, thus using a single decay series to predict n availability across a range of manure application rates could lead to substantial estimation errors.",0.0020203923,0.0020203823,0.0020204736,0.0020203479,0.07922255,0.0020203358,0.0020203216,0.0020203616,0.902594,0.002020359,0.0020204983,Manure application effects on soil fertility
"baseline soil nitrogen (n) mineralization refers to the plant-available nitrogen (pan) release that accompanies the biologically mediated decomposition of soil organic matter (som). baseline soil n mineralization usually supplies about half of crop n uptake (pages 3–4). although this n is not mentioned explicitly in pacific northwest (pnw) nutrient and fertilizer guides, n fertilizer rate recommendations do account for typical baseline n mineralization amounts. soils that have been heavily manured for many years or are naturally very high in som can supply most of the n required for crop production via mineralization. the rate of baseline soil n mineralization is governed by the quantity and quality of som, as modified by soil moisture and temperature (pages 4–5). annually, about 1% to 3% of the n present in som is mineralized to nitrate (no3). laboratory tests to measure baseline soil n mineralization rate (nmin tests) are often included in soil health assessment packages because they reflect the digestibility of som and the capacity of the microbial community to convert organic n to plant-available forms. many laboratory nmin test methods have been proposed, and a variety of test methods are offered by commercial laboratories. most laboratory tests for n mineralization are useful only as measures of relative changes in soil health. we review four general categories of laboratory tests (pages 6–9): aerobic and anaerobic lab incubations to directly measure mineralized n, soil total n, organic c or som by routine commercial methods, active n fraction of som (hot water, amino sugar and ace protein methods), and active carbon (c) fraction of som (carbon dioxide (co2) “burst” and permanganate c methods). to be useful in managing site-specific n inputs, these laboratory tests must be calibrated to accurately predict actual field n mineralization rates. we describe two methods used in calibration studies to measure n mineralized in the field: the buried bag and the zero n plot methods (pages 10–11).",0.16201116,0.0013176833,0.357402,0.2150062,0.0013177257,0.024201214,0.0013176912,0.0013177133,0.0013177106,0.0013176912,0.23347324,Organic fertilizers and plant ecosystem
"a routine soil testing procedure for soil n mineralization is needed that is rapid and precise. not accounting for n mineralization can result in the over-application of n, especially in soils with a history of manure application. our objectives were to compare results from a recently proposed rapid laboratory procedure with: (1) long-term n mineralization under standard laboratory conditions, and (2) actual forage n uptake from soil receiving dairy cattle (bos taurus) manure in a 2-year field study. the rapid procedure is based on the quantity of co2-c evolved during 24 h under optimum laboratory conditions following the re-wetting of dried soil. keywords: carbon mineralization, nitrogen mineralization, soil testing, manure, nitrogen uptake",0.004329691,0.83140755,0.004329771,0.0043293675,0.0043299487,0.004329466,0.004329638,0.0043294434,0.07801932,0.0043293647,0.05593645,Organic manure and crop research
"previous studies have indicated that soil properties and texture could lead to differences in n mineralization from applied organic materials. we conducted a 100-day (d) incubation study to measure net n mineralized from feather meal (14–0.1–0.1) and pellet mix (10–1–6) at 150 mg n kg soil−1(approximately 72 kg n ha−1) incorporated into four common southeastern soils: cecil 1, cecil 2, greenville, and tifton. a second 23-d study was conducted to determine ph dynamics and the potential for ammonia volatilization from the same soils and materials. there were no differences in net n mineralized from pellet mix among soils, but net n mineralized from feather meal was lower in greenville soil, which had the greatest clay content. analysis of the first-order dynamics of n mineralization indicated that even in soils that differ in clay content it may be possible to describe n mineralization from feather meal and pellet mix with a single model. our results also suggest that the effect of ph on the n mineralization dynamics of these fertilizers may be more important than the effect of clay content. no ammonia loss was observed regardless of soil texture, soil ph buffering capacity, or initial soil ph.",0.0024574206,0.002457295,0.15135722,0.002457415,0.23657559,0.0024573805,0.07976696,0.5150985,0.0024573815,0.0024573389,0.0024574846,Legume root dynamics in crop residue management
"biobased nitrogen (n) fertilizers derived from animal manure can substitute synthetic mineral n fertilizer and contribute to more sustainable agriculture. practitioners need to obtain a reliable estimation of the biobased fertilizers’ n value. this study compared the estimates for pig slurry (ps) and liquid fraction of digestate (lfd) using laboratory incubation and plant-growing experiments. a no-n treatment was used as control and calcium ammonium nitrate (can) as synthetic mineral fertilizer. after 100 days of incubation, the addition of ps and lfd resulted in a net n mineralization rate of 10.6 0.3% and 20.60.4% of the total applied n, respectively. the addition of can showed no signiﬁcant net mineralization or immobilization (net n release 96 6%). in the pot experiment under vegetation, all fertilized treatments caused n immobilization with a negative net n mineralization rate of ",0.0025976743,0.0025977674,0.33324784,0.002597622,0.09932762,0.0025977711,0.0025977392,0.002597631,0.5466429,0.0025976475,0.0025977704,Manure application effects on soil fertility
we recently developed two rapid and precise chemical methods of assessing potentially available organic ν in soils. one method involves determination of the ammonia-n produced by steam distillation of the soil sample with ph 11.2 phosphate-borate buffer solution for 8 min. the other involves determination of the ammonium-n produced by treatment of the soil sample with 2m kc1 solution at 100°c for 4 hours. studies using 33 brazilian soils showed that the results obtained by these methods were highly correlated with those obtained by anaerobic and aerobic incubation methods of assessing potentially available organic ν in soil. the two methods were further evaluated by applying them to 30 iowa soils and by comparing their results and those obtained by other chemical methods with the results of the incubation methods considered to be the best laboratory methods currently available for assessment of potentially available organic ν in soil.,0.003636913,0.96363115,0.003636863,0.0036369201,0.00363688,0.0036367238,0.0036366608,0.0036367883,0.0036375236,0.003636711,0.0036368696,Organic manure and crop research
"to ascertain the influence of different plant species on nitrogen (n) cycling, we performed a long-term garden experiment with six grasses and five dicots with different potential growth rates, that are adapted to habitats with different nutrient supplies. we measured in situ n mineralization and nitrification of the soil under monocultures of each species during the fourth year of the experiment. we focused on the effects of the different species on (i) annual net n mineralization; (ii) the seasonal pattern of n mineralization; and (iii) the fraction of the total n mineralization that is nitrified.",0.0050515,0.005051033,0.3997745,0.005051292,0.0050513125,0.005050911,0.0050510955,0.2160405,0.005051562,0.17347601,0.17535032,Organic fertilizers and plant ecosystem
"soil nitrogen (n) mineralization indicators are useful only if they are sensitive to management practices. the precision of measurement and the sensitivity of the following indicators to crop sequence, tillage, and liming effects were compared: (i) mineral n production during a 24-day incubation under aerobic conditions, (ii) ammonium (nh4)-n production under waterlogged conditions, (iii and iv) hot potassium chloride (kcl)–extractable and hydrolyzable nh4-n (the latter obtained by subtracting initial nh4-n from extracted nh4-n), and (v) protease activity. the coefficients of variation decreased in this order: protease activity . kcl-hydrolyzable nh4-n.aerobic incubation .kcl-extractable nh4-n¼anaerobic incubation. most of the test results obtained using the indicators were correlated with each other. mineralizable n measured by aerobic and anaerobic incubation was sensitive to tillage, liming, and crop sequences, especially when using soil 5-cm deep. hot kcl-extractable nh4-n was influenced by tillage but not liming, and less sensitive than the incubation procedures to crop sequence. the protease assay produced no significant test. it was concluded that anaerobic incubation can provide a relatively sensitive assessment of management effects on soil mineralizable n.",0.0026741114,0.0026741223,0.0026741785,0.9732583,0.0026743505,0.0026743421,0.0026740374,0.002674076,0.0026741275,0.002674128,0.0026741703,Crop modeling and fertilizer management
"intercropping systems have been widely used worldwide due to their high economic benefits and land-use efficiency. while it is well known that inter-species nutrition competition in intercropping systems leads to high production efficiency, the effects of different spatial arrangements of intercropping species on these mechanisms remain unclear. the objectives of this study were to reveal differences in the soil nitrogen dynamics in the tomato-corn intercropping system with different spatial arrangements of crops and to determine suitable spatial arrangements. a two-year experiment was carried out during the 2018 and 2019 seasons to determine inter-species nitrogen competition in the tomato and corn systems with different spatial arrangements. the treatments included sole corn (sc), sole tomatoes (st), two rows of tomatoes intercropping two rows of corn (ic2–2), and four rows of tomatoes intercropping two rows of corn (ic4–2) systems. additionally, the modified hydrus (2d/3d) model was used to quantify soil nitrogen concentrations, solute fluxes, soil nitrogen distribution, and soil nitrogen balance in the crop root zone under the sc, st, ic2–2, and ic4–2 systems.",0.003135078,0.0031351994,0.003135106,0.70579666,0.0031351785,0.0031350704,0.0031350842,0.265987,0.003135105,0.0031353086,0.0031351943,Crop modeling and fertilizer management
"the objectives of this study were i) to measure the nitrogen (n) mineralization potential; ii) to evaluate n mineralization indices and labile soil organic matter (som) fractions, and iii) to analyze their interrelationship with soil properties for predicting the potential n mineralization in mollisols under no-tillage of the argentine pampas. potential n mineralization pool was determined by aerobic incubation of soil samples from 0-20 cm depth at 25°c for six drying and rewetting cycles over 21-24 weeks. the data were fitted to a first-order exponential equation to determine the potentially mineralizable n at a variable (n0) and at a fixed constant rate (n0kf). several n mineralization indices, labile organic fractions and soil properties were determined. a broad range of values were found for n0 (29.9-220.7 mg kg-1) and n0kf (26.9-172.4 mg kg-1). a close relationship (p<0.001) was found between n0 and n0kf with a high coefficient of determination (r2=0.94). high r2 values were found for predicting n0 and n0kf using the principal component as regress variable. total and labile organic fractions and sand content, explained the majority of the variance. no single n mineralization index, labile organic fraction or soil property can accurately predict the potential n mineralization at a variable and at a fixed constant rate. the potential n mineralization pool may be controlled mainly by the variables related to the size of som and some labile fractions, i.e. soil organic c (soc) and n (son), soluble carbohydrates (chs) and fine particulate organic n (fpom-n) in these mollisols., keywords: potentially mineralizable n, soil organic matter, principal component analysis, mollisols",0.001818437,0.0018183402,0.0018183934,0.027258474,0.95637584,0.0018183419,0.0018187381,0.0018183466,0.0018183305,0.0018183577,0.0018183637,Organic matter mineralization and estimation models
"we evaluated the in situ net nitrogen (n) mineralization in a soil cropped to maize and fertilized for 11 years with cattle slurry or farmyard manure, both common on livestock farms of the po river valley in northern italy. the net n mineralization of the tilled soil layer was measured in six consecutive incubation periods after manure application, for a total of 12 weeks, using the polyethylene buried bags technique. results showed that net n mineralization was followed by n immobilization and finally, by mineralization whose rate increase until maize flowering. on average, net n mineralization was 70.4 kg n ha−1, with the majority being released during the last measurement period. the time and extent of net n mineralization and plant n uptakes were not affected by fresh manure application. instead, the effect of past management increased the maximum net n mineralization rate obtained with farmyard manure. the buried bag technique probably underestimates the total amount of mineralized n available for crop growth because it excludes the presence of the plant.",0.002755279,0.0027552114,0.45907307,0.002755184,0.0027552338,0.0027550051,0.20175011,0.0027551854,0.31713527,0.0027552478,0.0027551553,Organic fertilizers and plant ecosystem
the objective of the present study was to collect net nitrogen (n) turnover data from peer-reviewed articles and fit a model that simulates gross n mineralization and gross n immobilization to determine pool sizes and their rate constants of different common organic amendments. a total of 113 datasets were included in the study. the results of this study allow estimating the release of n from a variety of organic fertilizers and composts and can be a valuable tool to improve n management of organic amendments in crop production.,0.12685728,0.003247101,0.27679345,0.0032472103,0.14448728,0.0032472815,0.0032470613,0.003247136,0.0032471607,0.42913193,0.0032471009,Gross fertilizer rates and species-specific growth
"industrialization of human society and the expanding human space inspired the nitrogen cycling, that have caused environment problems. nitrogen fertilizer application generates the most activity nitrogen. the nitrogen mineralization have been researched in the soil dynamic model in yizheng county, then the simulation models have been realized it in the program of grid block of arcgis workstation. that layout the grids images of soil organic nitrogen containments and the grids images of other organic nitrogen containments in the special times, then though analysis the results in time got a probable future spatial nitrogen containments varieties in the whole area.",0.48866332,0.006994617,0.0069941566,0.31465048,0.0069943727,0.0069935545,0.006994067,0.0069940416,0.006994313,0.006993812,0.14073326,Microbial activity and organic carbon in soil
"this paper describes protocols established by the usda-ars manure and byproduct utilization national research project for conducting nationally coordinated laboratory and field research on manure n mineralization. standardization of methods used by different researchers across the united states is important because it will facilitate comparison of results obtained in different regions and with different types of manures. the protocols were established by a task force of the manure and byproduct utilization national research project in response to a need for national coordination of research on manure n mineralization. protocols include procedures for aerobic and anaerobic incubations of manures and reference compounds, measurement of mineralizable c and n, determination of manure c and n components, and analysis of emissions of n gases from manures during incubation. keywords: manure, mineralization, nitrogen, standard protocols",0.0032470576,0.9675287,0.0032472324,0.0032472012,0.0032471186,0.003247153,0.0032469486,0.0032469437,0.0032471863,0.003247013,0.003247443,Organic manure and crop research
"soil organic matter pools are turned over at different rates, but uncertainty persists regarding how the hierarchically organized soil structure controls the mineralization dynamics. to better understand carbon and nitrogen mineralization in undisturbed aggregate classes (coarse aggregates: 2–6.3 mm, fine aggregates: <2 mm), we conducted a long-term (224-days) laboratory incubation experiment. a grassland soil (haplic cambisol) was chosen since its aggregates were not disturbed by tillage. the field-moist aggregate size classes were separated by a gentle dry-sieving method. we monitored the co2–c and nh3–n emissions, nitrogen mineralization, pool sizes of total and salt extractable (0.5 m k2so4) organic carbon and nitrogen, and microbial biomass carbon and nitrogen. by this approach, we could distinguish between the carbon and nitrogen mineralization processes of two soil aggregate size classes, relative to undisturbed bulk soil. the classes showed different aggregate architectures with variously sized subunits, but confirmed the aggregate hierarchy. for both aggregate classes, the recombined sum of respired co2–c per unit of soil organic carbon equaled the bulk soil, proving that our aggregate separation preserved the original aggregates as intact functional units. both aggregate size classes and the bulk soil respired only 4% soil organic carbon throughout the incubation period. the coarse aggregates, which mostly comprised small macroaggregates, mineralized more carbon per unit soil organic carbon than the fine aggregates (composed of microaggregates), indicating a higher bioavailability of soil organic matter in the coarse aggregates. accordingly microbial metabolic efficiency was higher in coarse than in fine aggregates. nitrogen mineralization was higher in fine aggregates than in coarse aggregates, but was impaired by carbon limitation as the incubation experiment proceeded. we conclude that bioavailability of soil organic matter was affected by different aggregate architectures in the different aggregate size classes. the lower bioavailability of soil organic matter in fine aggregates is due to an enhanced stabilization through cation bridging of the dolomitic soil material at the microaggregate level, whereas the higher soil organic matter bioavailability in coarse aggregates is explained by labile organic components at the macroaggregate level.",0.9828464,0.0017153744,0.0017153948,0.0017153486,0.0017154125,0.0017153271,0.0017153424,0.0017153323,0.0017153259,0.001715316,0.0017154264,Microbial activity and organic carbon in soil
"residue management is an important aspect of cropping systems. availability of plant residue n to succeeding crops depends on n mineralization rates. cooperative extension currently recommends 22 to 67 kg n ha–1 credit to subsequent crops following peanut (arachis hypogaea l.), but these recommendations are not supported in the literature, nor do they specify if the credit is applied to a subsequent winter or spring crop. the objective of this study was to assess n release rates from residues of three peanut cultivars (nc v-11, ga 02-c, and anorden) at two placements (surface and 10-cm deep) and two locations representing northern and southern extremes of u.s. commercial peanut production (north carolina and alabama). litterbags containing the equivalent of 3.5 mg ha–1 were placed in a completely randomized design at both locations with four replications and retrieved periodically up to 335 d after application. results were fit to single or double exponential decay models. based on empirical models, the n credit to a subsequent winter wheat (triticum aestivum l.) crop was estimated at 14 to 19 kg n ha–1 when peanut residues were buried after harvest, and 19 to 24 kg n ha–1 when on the soil surface. when n credits were applied to a subsequent cotton (gossypium hirsutum l.) crop, they were reduced to 2 to 9 kg n ha–1 (buried) and 6 to 10 kg n ha–1 (surface). current recommendations are higher than the results obtained in this study suggest and warrant re-examination.",0.002841139,0.0028412575,0.0028412694,0.72180223,0.0028415036,0.0028414761,0.25262618,0.0028412843,0.0028412393,0.0028412251,0.0028411811,Crop modeling and fertilizer management
"the availability of nitrogen in soil is an important factor for crop growth. it is of great interest to have a reliable and rapid method of evaluating the nitrogen status in soil. in this study, the authors developed a laboratory method using 2 m kci soil extracts for the determination of available nitrogen in soil. the method involves heating the soil with 2 m kci at 80°c and determining the ammonium-n content. the results show a good correlation with the total no,-n content after aerobic incubation of fresh soil. the authors suggest that this method is a simple and reliable alternative to other methods, such as incubation, kjeldahl-n, and boiling with distilled water, for evaluating the nitrogen reserve in soil.",0.0033675774,0.6463751,0.0033677863,0.0033676038,0.27514863,0.0033676128,0.003367362,0.0033677106,0.0033676922,0.05153512,0.0033677814,Organic manure and crop research
"economic, environmental and energy concerns about the use of nitrogen (n) fertilizers in crop production have prompted the examination of increasing the frequency of pulses in crop rotations to capitalize on biological nitrogen fixation (bnf). plots from a field experiment established in 1998 at the agriculture and agri-food canada research farm at scott, sk, were sampled in 2008, 2009 and 2010...",0.0075760423,0.55747324,0.007577021,0.37433928,0.00757598,0.00757634,0.0075763324,0.00757661,0.007576549,0.0075763776,0.0075762076,Organic manure and crop research
"precise estimation of soil nitrogen (n) supply to corn ( zea mays l.) through n mineralization plays a key role in implementing n best management practices for economic considerationand environmental sustainability. to quantify soil n availability to corn during growing seasons, a series of in situ incubation experiments using the method of polyvinyl chloride tube attached with resin bag at the bottom were conducted on two typical agriculturalsoils in a cool and humid region of eastern canada...",0.004785267,0.5513356,0.004785634,0.24652624,0.0047852867,0.0047854385,0.16385463,0.004785314,0.0047854967,0.004785162,0.004785973,Organic manure and crop research
"variation in the rate of n mineralization in a yolo soil profile was studied using in vitro incubation methods. negligible amounts of nh.-n were recovered from leachates, indicating that the rate of n mineralization was the primary factor controlling n availability. during a 13-week incubation at 25°c, 42% of the total estimated n mineralized was derived from the surface soil (0 - 18 on), whereas 58% was contributed from the 18- to 108-cm depths. cumulative n mineralization in the 0- to 18-cm and 18- to 36-cm depth samples followed first-order kinetics and was linear with respect to the square root of the incubation time. the mineralization rate constant differed more than twofold between the 0- to 18- and the 18- to 36-cm depth samples. at lower depths (36 - 72 and 72 - 108 cm) the relationship between cumulative n mineralization and the square root of time was curvilinear. interactive effects of soil temperature and moisture were also examined hi an experiment with four incubation temperatures (15, 20, 25, and 30°c) in factorial combination with six soil moisture levels (0.1, 0.3, 0.7, 2, 4, and 10 bars). there was a significant moisture x temperature interaction; n mineralization increased above that expected from additive effects at 30°. multiple regression was used to generate an equation that predicted net n mineralization as a function of soil temperature and moisture. the apparent effect of soil water content on n mineralization depended on experimental procedure. when soil water content was varied by adding water to air-dry soil without complete equilibration, n mineralization declined linearly with water content. in contrast, there was a sharp decline between 0.3- and 2-bar treatments and a more gradual decline at higher matric suctions when soil was equilibrated by pressure-membrane desorption before incubation. these results indicate that both quantity and distribution of soil water affect in vitro estimates of n mineralization. additional index words: soil nitrogen availability, soil water content, soil matric suction.",0.0018185115,0.0018184291,0.0018183544,0.0018183507,0.6950893,0.0018183255,0.0018183944,0.0018184358,0.28854513,0.0018184242,0.0018183911,Organic matter mineralization and estimation models
"the nitrogen (n) residual effect of field pea ( pisum sativum l.) to a succeeding non-legume crop was determined in a small plot experiment. the n residual effect, defined as the amount of fertilizer n required for a non-legume crop grown on non-legume stubble to produce the same yield as that of the non-legume grown on field pea stubble. the n credit (n fertilizer replacement value) of field pea to a succeeding non-legume crop in the moist black soil climatic zone was 15 kg n ha –1for every 1000 kg of seed. key words: pisum sativum , triticum aestivum , hordeum vulgare , brassica rapa , linum usitatissimum , nitrogen residual effect",0.0031352753,0.0031350937,0.0031350562,0.003135132,0.0031350402,0.0031350676,0.0031352683,0.899418,0.07236596,0.0031351498,0.0031350055,Legume root dynamics in crop residue management
"the aim of this study was to quantify the net nitrogen mineralization from decomposing green manure legumes under various field conditions. the following factors were investigated: 1) species of green manure legume, 2) age of white clover crop, 3) time of ploughing and 4) geographical location/climate. kinetic data on net n mineralization from six species of green manure legumes obtained from incubation experiments were reported in the first paper (marstorp & kirchmann, 1991). in this study, n mineralization from legume species under autumn-winter-spring field conditions were calculated with the help of mean field temperature values. assuming an above-ground legume biomass of 3 tonnes of dry matter, up to 40 kg n per hectare can be mineralized from autumn to early spring depending on the legume species. the species had a larger influence on the mineralized amounts of n than the location and the time of ploughing.,	keywords: [green manure legumes, nitrogen mineralization, above-ground legume material, kinetic first-order model, decomposing, field conditions, legume species, ploughing, geographical location/climate],	introduction: the aim of this study was to quantify the net nitrogen mineralization from decomposing green manure legumes under various field conditions. the following factors were investigated: 1) species of green manure legume, 2) age of white clover crop, 3) time of ploughing and 4) geographical location/climate. kinetic data on net n mineralization from six species of green manure legumes obtained from incubation experiments were reported in the first paper (marstorp & kirchmann, 1991). in this study, n mineralization from legume species under autumn-winter-spring field conditions were calculated with the help of mean field temperature values.",0.0014905025,0.98509556,0.0014904481,0.0014903769,0.0014904765,0.001490385,0.0014904152,0.0014904655,0.0014904306,0.0014903833,0.0014905202,Organic manure and crop research
an experiment was conducted at newly developed research farm of the university of agriculture peshawar to observe the effect of pigeon pea green manuring on performance and subsequent nitrogen fertilizer requirement of wheat crop during 2013 and 2014...,0.006493821,0.43326885,0.006494395,0.265255,0.0064938874,0.0064942455,0.2495219,0.0064946963,0.0064948527,0.0064942245,0.006494109,Organic manure and crop research
"carbon and nitrogen mineralization from six green-manure legumes was studied in an incubation experiment. the aim of this investigation was to study the kinetics of c and n mineralization of six green manure legumes in soil, to determine n uptake from decomposing legume material by subsequent crops and to compare the decomposition and uptake kinetics. keywords: trifolium pratense l., t. repens l., j. resupinatum l., j. alexandrinum l., j. subterraneum l., medicago lupulina l., mineralization rate, k-value.",0.005682894,0.943176,0.0056822146,0.0056822686,0.005682292,0.005682128,0.005682773,0.005682558,0.005682165,0.0056825737,0.0056821387,Organic manure and crop research
"in subtropical regions, we have an incomplete understanding of how long-term tillage, stubble, and nitrogen (n) fertilizer management affects soil biological functioning.... overall, this study has shown that sr and n fertilization have a positive impact on soil biological functioning.",0.010101724,0.0101020625,0.010102422,0.010102625,0.010101547,0.0101017505,0.010101791,0.010101897,0.89897996,0.010102354,0.010101865,Manure application effects on soil fertility
"land application of animal manure is known to alter rates of nitrogen (n) mineralization in soils, but quantitative information concerning intensity and duration of these effects has been difficult to obtain under field conditions. we estimated net effects of manure on n mineralization in soils under field conditions in a completely randomized design, at six field sites, by comparing liquid swine (sus scrofa ) manure treatments to plots receiving no manure. soil samples were collected immediately after manure application to determine inorganic n concentrations, and those samples were also incubated 28 d in the laboratory to determine amounts of n mineralized from the soil. analyses and incubation were repeated on a second set of samples collected after various times, depending on the site. differences in inorganic n concentrations were significant among treatments at all six locations for the first sampling and five of the six locations for the second sampling. in comparison, significant differences in inorganic n concentrations measured after 28 d of laboratory incubation were observed for only two of the six sites for each sampling time. our results illustrate how to distinguish between the effects manure has on rates of n mineralization in soils and rates at which manure n is mineralized.,keywords: dribbled, injected, swine manure",0.0027550072,0.26153073,0.0027550778,0.0027550051,0.0027551416,0.0027551267,0.0027549365,0.0027551798,0.7136733,0.0027552778,0.0027552156,Manure application effects on soil fertility
"nitrogen-mineralization rates are needed to accurately determine n fertilization requirements to meet plant needs while minimizing environmental contamination. a spring wheat (triticum aestivum l.)-fallow (sw-f) system was compared with a spring wheat-winter wheat-sunflower (helianthus annuus l.) (sw-ww-sf) system on a temvik-wilton silt loam (finc-silty, mixed tj pic and pachic haplo-borolls) at three n rates (0, 22, and 45 kg ha\1 for sw-f and 34,67, and 101 kg ha\1 for sw-ww-sf) under conventional, minimum, and no-tillage. after 10 yr, soil samples were incubated to determine n-mineralization rates. cropping intensity, n rate, and tillage intensity interacted to affect n-mineralization rates...",0.005682623,0.005682498,0.0056825452,0.16754434,0.0056826174,0.0056822626,0.49094993,0.29604518,0.0056828135,0.00568295,0.0056822733,Winter wheat and spring pea intercropping
spatial variability of n mineralization represents a potential problem in predicting the quantity of n mineralized under field conditions....the objective of this study was to characterize spatial variability of n mineralization in a kansas agricultural field....,0.007577192,0.007577101,0.13741006,0.0075775464,0.0075769555,0.007577276,0.007576412,0.0075771147,0.0075768162,0.0075771073,0.7943964,Net mineralizable nitrogen in laboratory and field studies
"in mediterranean climates, winters are mild, and decomposition of crop residues generally continues during the rainy winter season. the objective of this study was to determine whether letting crop residues dry before incorporation slows down net nitrogen (n) mineralization and reduces the risk of nitrate losses with rain during the winter months. incubation experiments were performed with processing tomato (solanum lycopersicum l.) and broccoli ( brassica oleracea l. var. italica ) residues.",0.0060612815,0.006061567,0.0060615083,0.006061508,0.00606194,0.0060614343,0.13204755,0.81339955,0.006061495,0.006061168,0.0060610133,Legume root dynamics in crop residue management
the aim of this research was to assess the e ﬀect of leguminous pre-crop species on quality characteristics of subsequent spring and winter cereals. the experiment was carried out in an organic crop rotation in north-eastern europe. the ...,0.0075765657,0.43052977,0.007576817,0.007576924,0.007576238,0.0075768186,0.19983199,0.3090261,0.00757604,0.0075765653,0.0075761876,Organic manure and crop research
